drone_type,temperature,wind_speed,rain,humidity,time_of_day,mission,payload,altitude,enemy_contact,temp_humidity,base_life,wind_rain,flight_duration_pct
Wasp AE,62.72,17.35,1,56.89,7,strike,0.074,684.0,1,3568.2,60,17.35,1.67
ScanEagle,53.34,0.95,0,44.54,13,surveillance,2.846,1105.0,1,2375.78,900,0.0,95.23
ScanEagle,26.71,17.19,0,77.6,12,recon,2.596,608.0,0,2072.27,900,0.0,67.67
Wasp AE,-0.99,6.44,1,47.35,5,surveillance,0.056,851.0,1,-46.82,60,6.44,1.67
ScanEagle,34.73,4.72,0,12.72,1,recon,1.478,235.0,1,441.79,900,0.0,96.1
RQ-4 Global Hawk,6.26,10.37,1,68.82,10,recon,1260.78,227.0,1,430.78,3600,10.37,77.16
Wasp AE,65.6,6.45,0,94.21,23,recon,0.023,1172.0,0,6180.46,60,0.0,33.47
RQ-4 Global Hawk,59.41,19.11,1,68.72,6,strike,430.709,437.0,1,4082.16,3600,19.11,84.63
MQ-9 Reaper,66.23,19.32,1,96.5,8,strike,282.212,1250.0,0,6391.57,2400,19.32,80.57
ScanEagle,8.55,8.01,0,91.81,6,surveillance,1.712,124.0,0,785.24,900,0.0,94.09
MQ-9 Reaper,42.63,16.58,1,69.71,2,strike,1699.992,1186.0,1,2971.48,2400,16.58,55.42
Wasp AE,54.27,4.87,1,34.22,12,strike,0.005,1125.0,1,1856.99,60,4.87,32.51
Wasp AE,39.64,9.12,1,53.03,7,strike,0.003,1134.0,0,2102.3,60,9.12,1.67
ScanEagle,0.25,0.9,1,97.38,8,surveillance,0.471,1116.0,1,24.71,900,0.9,96.01
Wasp AE,-6.55,10.44,0,22.44,10,recon,0.012,281.0,0,-146.99,60,0.0,1.67
RQ-4 Global Hawk,9.32,14.75,0,47.9,22,strike,277.953,1436.0,1,446.45,3600,0.0,91.38
MQ-9 Reaper,-5.7,1.72,0,34.14,8,surveillance,1638.128,773.0,1,-194.6,2400,0.0,65.08
ScanEagle,45.44,8.98,1,72.48,17,surveillance,1.923,462.0,1,3293.26,900,8.98,90.72
RQ-4 Global Hawk,41.69,17.41,1,52.69,11,strike,382.427,782.0,1,2196.55,3600,17.41,87.35
Wasp AE,57.96,5.4,0,17.27,3,recon,0.077,223.0,0,1000.64,60,0.0,46.04
ScanEagle,3.06,6.45,0,96.5,19,recon,0.56,1385.0,1,295.08,900,0.0,95.98
ScanEagle,0.56,13.58,1,87.98,10,recon,2.777,225.0,1,49.51,900,13.58,79.18
RQ-4 Global Hawk,29.45,4.98,0,31.48,19,recon,610.396,447.0,0,926.88,3600,0.0,89.59
MQ-9 Reaper,60.17,1.81,1,15.98,5,recon,523.059,225.0,0,961.36,2400,1.81,88.11
RQ-4 Global Hawk,0.41,4.87,1,76.14,20,strike,1088.089,863.0,1,31.17,3600,4.87,80.98
MQ-9 Reaper,23.5,18.11,0,77.39,8,strike,1219.563,161.0,0,1818.84,2400,0.0,64.05
Wasp AE,60.82,9.92,0,22.49,11,strike,0.028,131.0,1,1367.98,60,0.0,1.67
Wasp AE,63.13,11.45,1,59.43,20,surveillance,0.001,399.0,0,3751.68,60,11.45,1.67
Wasp AE,13.19,5.27,1,26.07,7,strike,0.091,1025.0,1,343.81,60,5.27,18.97
MQ-9 Reaper,35.2,6.28,0,34.78,19,strike,357.167,935.0,0,1224.15,2400,0.0,91.85
MQ-9 Reaper,30.91,18.2,0,20.8,12,surveillance,247.58,739.0,1,642.83,2400,0.0,83.89
MQ-9 Reaper,52.55,8.01,0,87.13,9,recon,484.358,1058.0,0,4578.5,2400,0.0,88.62
RQ-4 Global Hawk,69.42,17.54,0,51.14,11,surveillance,669.74,1195.0,0,3549.78,3600,0.0,82.68
ScanEagle,58.84,9.27,1,34.99,0,strike,0.282,1050.0,0,2058.84,900,9.27,92.15
Wasp AE,23.33,10.23,1,66.94,16,surveillance,0.046,974.0,0,1561.42,60,10.23,1.67
Wasp AE,67.1,13.8,1,92.75,20,recon,0.098,227.0,1,6223.66,60,13.8,1.67
MQ-9 Reaper,28.7,15.89,1,28.68,1,strike,978.139,486.0,1,823.12,2400,15.89,71.7
RQ-4 Global Hawk,30.4,10.7,0,99.29,4,strike,828.244,1421.0,0,3018.2,3600,0.0,84.51
MQ-9 Reaper,4.97,17.15,1,38.32,14,strike,281.227,649.0,0,190.6,2400,17.15,84.5
MQ-9 Reaper,67.73,13.41,1,95.17,18,surveillance,1206.735,406.0,1,6446.08,2400,13.41,69.41
RQ-4 Global Hawk,51.36,15.78,0,10.72,2,strike,1119.606,830.0,1,550.39,3600,0.0,76.57
RQ-4 Global Hawk,29.22,19.62,1,29.58,6,recon,667.822,486.0,0,864.26,3600,19.62,80.37
ScanEagle,60.85,13.96,0,51.64,11,recon,0.998,1263.0,0,3142.23,900,0.0,82.16
Wasp AE,59.18,15.59,0,18.15,8,recon,0.021,905.0,1,1073.92,60,0.0,1.67
Wasp AE,30.85,2.86,0,87.68,0,surveillance,0.0,1269.0,0,2704.73,60,0.0,75.46
RQ-4 Global Hawk,65.84,6.54,0,14.3,6,recon,886.011,684.0,1,941.79,3600,0.0,84.53
ScanEagle,65.15,4.11,1,47.86,18,strike,2.109,841.0,0,3117.68,900,4.11,94.53
MQ-9 Reaper,47.71,4.64,1,20.81,4,recon,1397.272,1206.0,1,992.63,2400,4.64,69.57
Wasp AE,54.31,13.51,0,64.45,3,strike,0.048,1425.0,1,3500.3,60,0.0,1.67
Wasp AE,64.48,17.98,0,45.69,19,strike,0.053,348.0,1,2945.99,60,0.0,1.67
ScanEagle,33.93,0.16,0,51.68,19,strike,1.625,1195.0,1,1753.49,900,0.0,96.85
Wasp AE,12.39,1.37,0,43.21,21,recon,0.062,362.0,1,535.33,60,0.0,62.66
ScanEagle,54.31,15.3,0,58.13,1,strike,2.519,1171.0,0,3157.15,900,0.0,75.29
ScanEagle,22.08,6.27,0,17.26,22,strike,2.191,770.0,1,381.11,900,0.0,95.1
Wasp AE,43.89,2.78,0,73.98,10,recon,0.082,1248.0,0,3247.25,60,0.0,67.17
RQ-4 Global Hawk,57.89,11.41,1,73.45,21,surveillance,1073.577,996.0,1,4251.51,3600,11.41,79.7
RQ-4 Global Hawk,-1.42,4.06,1,17.3,16,strike,407.884,1146.0,0,-24.64,3600,4.06,92.55
MQ-9 Reaper,46.29,1.8,0,89.77,1,recon,488.092,1100.0,1,4155.21,2400,0.0,89.08
MQ-9 Reaper,63.95,19.22,1,36.7,18,recon,688.65,1095.0,1,2347.21,2400,19.22,72.17
RQ-4 Global Hawk,9.5,5.75,0,27.66,8,surveillance,490.765,332.0,1,262.68,3600,0.0,91.27
RQ-4 Global Hawk,60.19,18.89,0,57.69,23,surveillance,575.575,1028.0,1,3472.36,3600,0.0,82.51
RQ-4 Global Hawk,17.14,19.0,0,25.44,5,surveillance,497.986,1424.0,0,436.05,3600,0.0,84.0
MQ-9 Reaper,8.15,19.72,1,36.2,12,strike,1495.849,1053.0,1,294.94,2400,19.72,54.43
Wasp AE,59.85,15.43,1,54.47,23,strike,0.027,1239.0,0,3259.77,60,15.43,1.67
ScanEagle,53.05,3.43,1,80.51,20,surveillance,0.874,370.0,1,4271.1,900,3.43,95.74
RQ-4 Global Hawk,62.49,3.77,0,44.84,5,strike,118.139,979.0,0,2802.56,3600,0.0,97.49
MQ-9 Reaper,-4.48,12.24,0,47.14,4,strike,1313.769,997.0,0,-211.21,2400,0.0,68.67
Wasp AE,17.53,1.69,0,23.48,4,strike,0.029,1038.0,1,411.7,60,0.0,73.14
ScanEagle,66.1,8.21,0,56.12,1,recon,1.513,581.0,0,3709.04,900,0.0,93.26
ScanEagle,38.11,19.41,1,55.16,16,recon,0.34,950.0,0,2102.12,900,19.41,55.92
ScanEagle,43.58,5.7,0,32.72,1,recon,1.674,1098.0,1,1425.76,900,0.0,95.21
RQ-4 Global Hawk,69.39,9.9,1,17.63,9,recon,208.048,1392.0,0,1223.11,3600,9.9,95.0
Wasp AE,2.07,18.62,0,29.96,22,recon,0.035,105.0,1,62.07,60,0.0,1.67
RQ-4 Global Hawk,1.99,17.87,0,62.1,10,surveillance,695.154,1460.0,1,123.63,3600,0.0,81.73
Wasp AE,29.05,1.56,0,62.38,18,strike,0.071,1268.0,0,1811.94,60,0.0,78.48
Wasp AE,46.6,2.1,1,80.96,3,strike,0.013,993.0,1,3772.95,60,2.1,37.13
RQ-4 Global Hawk,28.82,0.96,1,76.23,0,surveillance,1037.253,285.0,0,2197.2,3600,0.96,82.14
MQ-9 Reaper,55.32,19.66,1,10.71,2,recon,648.121,463.0,1,592.28,2400,19.66,72.11
RQ-4 Global Hawk,22.83,8.08,0,55.2,19,recon,897.621,179.0,1,1260.47,3600,0.0,84.22
Wasp AE,27.24,16.28,0,84.05,22,strike,0.038,1219.0,0,2289.97,60,0.0,1.67
RQ-4 Global Hawk,6.44,3.57,1,40.19,8,surveillance,480.079,105.0,0,258.64,3600,3.57,91.52
ScanEagle,17.32,19.84,0,69.73,18,recon,1.116,832.0,1,1207.94,900,0.0,53.39
ScanEagle,62.76,15.67,1,52.38,0,strike,1.57,960.0,0,3287.27,900,15.67,73.45
ScanEagle,38.56,2.29,0,66.98,6,recon,0.817,1014.0,0,2582.58,900,0.0,98.44
MQ-9 Reaper,-3.56,11.33,1,97.27,2,strike,927.041,1275.0,1,-345.8,2400,11.33,76.56
RQ-4 Global Hawk,56.6,18.18,1,77.43,13,recon,435.427,1357.0,0,4382.58,3600,18.18,85.74
ScanEagle,56.64,11.48,1,46.88,11,surveillance,2.903,215.0,0,2655.51,900,11.48,85.7
ScanEagle,15.77,4.02,1,99.73,0,strike,1.458,1487.0,1,1573.25,900,4.02,94.57
ScanEagle,51.15,2.49,0,73.87,4,recon,2.738,332.0,0,3778.48,900,0.0,95.29
RQ-4 Global Hawk,38.62,0.16,0,38.12,18,strike,192.535,848.0,1,1472.23,3600,0.0,96.48
RQ-4 Global Hawk,63.56,9.15,0,21.72,12,surveillance,1016.55,1099.0,0,1380.51,3600,0.0,81.93
RQ-4 Global Hawk,40.99,5.08,1,97.75,15,recon,1196.631,716.0,0,4007.05,3600,5.08,79.46
RQ-4 Global Hawk,28.76,15.67,1,81.54,16,surveillance,306.006,126.0,1,2345.4,3600,15.67,90.23
RQ-4 Global Hawk,62.09,9.12,1,88.2,10,surveillance,373.31,135.0,1,5476.73,3600,9.12,92.19
Wasp AE,23.38,6.0,0,82.43,0,recon,0.062,617.0,1,1927.06,60,0.0,40.98
MQ-9 Reaper,20.94,11.41,1,49.72,11,strike,755.618,242.0,1,1041.11,2400,11.41,80.85
RQ-4 Global Hawk,-6.42,6.98,1,23.06,6,surveillance,865.212,525.0,0,-148.17,3600,6.98,84.6
RQ-4 Global Hawk,46.47,13.91,1,98.17,0,strike,1283.698,1165.0,0,4561.98,3600,13.91,75.09
Wasp AE,4.67,17.43,0,52.72,0,surveillance,0.069,279.0,0,246.22,60,0.0,1.67
Wasp AE,15.09,15.65,0,74.86,23,strike,0.088,1195.0,1,1129.81,60,0.0,1.67
Wasp AE,-9.71,16.7,1,57.86,15,strike,0.092,461.0,1,-561.95,60,16.7,1.67
MQ-9 Reaper,10.78,1.23,0,95.23,7,surveillance,1104.892,1143.0,1,1026.97,2400,0.0,76.37
RQ-4 Global Hawk,20.94,11.02,1,44.3,1,strike,92.751,571.0,1,927.86,3600,11.02,96.44
MQ-9 Reaper,-4.04,10.92,0,76.5,3,strike,26.788,371.0,1,-309.02,2400,0.0,96.03
MQ-9 Reaper,-3.63,15.41,1,30.14,9,surveillance,1435.662,879.0,1,-109.37,2400,15.41,62.5
ScanEagle,-2.86,18.67,1,51.71,14,recon,1.166,269.0,1,-147.9,900,18.67,58.19
ScanEagle,21.96,17.21,0,83.99,13,surveillance,0.988,362.0,0,1844.17,900,0.0,69.7
MQ-9 Reaper,54.37,8.83,0,67.84,7,strike,1280.886,1232.0,0,3688.55,2400,0.0,71.76
ScanEagle,9.09,17.25,1,22.55,3,strike,2.865,1395.0,1,204.98,900,17.25,64.6
Wasp AE,30.64,3.82,1,46.86,12,strike,0.013,1383.0,0,1435.66,60,3.82,52.75
Wasp AE,9.65,15.09,0,88.91,9,strike,0.013,1167.0,1,858.12,60,0.0,1.67
ScanEagle,6.68,15.13,1,43.86,14,surveillance,1.056,999.0,0,292.9,900,15.13,76.71
ScanEagle,-9.16,6.99,1,68.09,22,recon,2.403,1398.0,0,-623.77,900,6.99,91.71
RQ-4 Global Hawk,64.62,6.2,1,93.7,22,surveillance,637.526,155.0,0,6054.53,3600,6.2,88.4
RQ-4 Global Hawk,8.27,10.92,1,86.63,9,strike,182.047,1184.0,0,716.77,3600,10.92,95.06
ScanEagle,49.69,7.2,1,79.53,23,recon,2.686,616.0,0,3951.97,900,7.2,91.85
ScanEagle,27.27,0.7,0,60.61,11,strike,2.774,381.0,1,1652.55,900,0.0,95.64
ScanEagle,68.35,0.0,1,35.39,5,recon,0.523,714.0,1,2419.14,900,0.0,95.9
MQ-9 Reaper,29.05,16.49,0,26.09,22,strike,1185.675,1153.0,1,757.76,2400,0.0,66.97
MQ-9 Reaper,-1.41,6.15,1,57.44,23,strike,646.752,869.0,0,-81.03,2400,6.15,84.97
MQ-9 Reaper,34.39,9.35,0,47.82,18,recon,1354.879,622.0,0,1644.62,2400,0.0,70.05
RQ-4 Global Hawk,26.59,3.25,1,29.51,10,surveillance,587.016,252.0,0,784.75,3600,3.25,89.88
Wasp AE,-0.74,6.6,1,71.08,18,strike,0.047,1424.0,0,-52.65,60,6.6,8.98
Wasp AE,27.66,13.25,1,78.29,22,strike,0.006,773.0,1,2165.6,60,13.25,1.67
ScanEagle,3.78,1.56,0,86.75,10,strike,1.597,182.0,0,327.95,900,0.0,96.61
MQ-9 Reaper,9.76,0.59,0,50.86,13,strike,860.479,353.0,1,496.18,2400,0.0,81.48
MQ-9 Reaper,33.72,0.08,0,81.95,20,strike,537.017,1036.0,1,2763.78,2400,0.0,88.33
ScanEagle,3.79,7.48,0,13.64,11,surveillance,0.723,575.0,0,51.67,900,0.0,95.87
RQ-4 Global Hawk,32.78,0.36,1,58.34,8,recon,794.226,1011.0,0,1912.16,3600,0.36,86.37
MQ-9 Reaper,25.99,2.95,0,89.36,21,recon,1615.714,1354.0,0,2322.95,2400,0.0,65.9
RQ-4 Global Hawk,29.26,14.48,1,65.52,5,surveillance,353.376,214.0,0,1917.27,3600,14.48,90.28
Wasp AE,65.55,19.74,1,93.73,0,strike,0.059,148.0,0,6144.29,60,19.74,1.67
MQ-9 Reaper,47.22,4.24,1,77.28,2,surveillance,879.996,544.0,0,3649.05,2400,4.24,80.47
ScanEagle,17.13,4.9,1,44.47,16,surveillance,0.321,184.0,1,761.77,900,4.9,96.5
RQ-4 Global Hawk,-0.64,19.55,1,76.52,15,strike,896.918,1233.0,0,-49.27,3600,19.55,76.32
Wasp AE,18.71,14.22,0,11.48,0,surveillance,0.086,292.0,1,214.67,60,0.0,1.67
Wasp AE,35.35,2.0,0,35.98,23,surveillance,0.022,518.0,1,1271.95,60,0.0,67.85
MQ-9 Reaper,19.16,11.79,0,12.83,7,recon,895.52,1279.0,1,245.9,2400,0.0,78.16
RQ-4 Global Hawk,10.75,8.67,1,57.67,6,surveillance,317.434,397.0,0,619.94,3600,8.67,93.57
ScanEagle,15.08,18.92,0,64.61,13,strike,0.056,1322.0,1,974.36,900,0.0,60.2
ScanEagle,62.99,6.44,0,99.87,17,recon,0.328,731.0,0,6291.19,900,0.0,96.83
ScanEagle,26.82,17.9,1,20.04,3,recon,0.109,134.0,0,537.41,900,17.9,65.28
Wasp AE,52.1,3.62,1,17.74,0,recon,0.061,938.0,0,924.1,60,3.62,33.31
Wasp AE,61.64,17.73,1,83.99,20,recon,0.069,237.0,1,5177.37,60,17.73,1.67
MQ-9 Reaper,44.25,16.89,0,85.81,10,recon,323.969,332.0,0,3797.12,2400,0.0,84.49
ScanEagle,19.56,1.77,0,45.45,9,surveillance,0.731,466.0,1,888.79,900,0.0,98.29
MQ-9 Reaper,39.83,0.76,0,11.97,12,surveillance,1100.689,1008.0,0,476.68,2400,0.0,76.82
MQ-9 Reaper,-7.91,12.61,0,76.41,1,surveillance,429.766,837.0,1,-604.26,2400,0.0,86.42
Wasp AE,20.21,2.34,0,24.8,12,surveillance,0.059,503.0,1,501.21,60,0.0,73.75
Wasp AE,50.15,11.04,0,75.13,4,strike,0.046,1445.0,1,3767.91,60,0.0,1.67
Wasp AE,49.44,7.03,0,15.96,21,recon,0.013,906.0,0,789.07,60,0.0,38.65
Wasp AE,29.09,16.68,1,98.53,16,strike,0.047,810.0,1,2866.44,60,16.68,1.67
MQ-9 Reaper,-9.14,19.05,1,79.28,6,surveillance,1244.823,1448.0,0,-724.28,2400,19.05,60.76
RQ-4 Global Hawk,59.45,14.37,1,38.3,15,recon,37.554,634.0,0,2276.83,3600,14.37,95.65
ScanEagle,31.68,10.24,1,97.93,16,strike,1.998,100.0,1,3102.04,900,10.24,89.04
MQ-9 Reaper,63.99,18.95,1,84.94,10,recon,1500.487,387.0,1,5434.77,2400,18.95,55.59
Wasp AE,34.25,2.95,1,56.16,6,recon,0.035,1367.0,1,1923.49,60,2.95,45.51
Wasp AE,11.96,16.2,0,98.91,15,surveillance,0.041,273.0,0,1182.77,60,0.0,1.67
RQ-4 Global Hawk,53.02,11.29,0,38.99,12,surveillance,1147.747,500.0,1,2067.0,3600,0.0,78.89
Wasp AE,19.51,9.22,0,27.12,3,recon,0.05,320.0,1,529.14,60,0.0,1.67
RQ-4 Global Hawk,23.57,1.53,0,49.7,16,recon,88.989,1375.0,1,1171.7,3600,0.0,98.24
ScanEagle,20.06,5.58,1,22.39,9,surveillance,1.064,527.0,0,449.07,900,5.58,96.23
RQ-4 Global Hawk,0.6,5.48,1,15.9,15,surveillance,107.858,1188.0,0,9.57,3600,5.48,97.47
MQ-9 Reaper,1.63,18.37,0,67.02,13,recon,1262.293,1125.0,1,109.05,2400,0.0,62.15
RQ-4 Global Hawk,62.85,18.05,1,70.08,8,recon,1028.302,1217.0,1,4404.38,3600,18.05,75.84
Wasp AE,-4.19,9.1,1,39.87,5,recon,0.036,1016.0,0,-167.14,60,9.1,1.67
ScanEagle,12.24,4.17,0,90.28,11,strike,2.538,984.0,1,1104.86,900,0.0,95.49
ScanEagle,-8.2,16.52,0,91.06,3,surveillance,2.882,770.0,1,-746.93,900,0.0,68.29
RQ-4 Global Hawk,55.91,15.16,0,61.77,1,surveillance,531.579,429.0,0,3453.89,3600,0.0,86.89
ScanEagle,-6.78,16.17,0,15.76,6,strike,2.867,1315.0,0,-106.88,900,0.0,71.14
ScanEagle,22.76,0.01,0,32.97,16,recon,1.921,1106.0,1,750.19,900,0.0,97.04
Wasp AE,57.07,9.21,0,30.15,21,recon,0.046,412.0,1,1720.88,60,0.0,1.67
RQ-4 Global Hawk,44.19,19.74,0,40.38,19,recon,1228.13,924.0,0,1784.3,3600,0.0,71.05
Wasp AE,4.86,18.16,1,79.96,19,recon,0.05,884.0,0,388.24,60,18.16,1.67
MQ-9 Reaper,1.65,8.02,1,49.32,14,strike,281.915,420.0,1,81.39,2400,8.02,92.11
Wasp AE,52.66,4.21,0,96.1,6,surveillance,0.046,458.0,1,5061.12,60,0.0,57.49
RQ-4 Global Hawk,27.84,3.7,1,29.48,8,surveillance,964.555,1227.0,0,820.76,3600,3.7,83.52
RQ-4 Global Hawk,8.55,8.33,0,84.72,7,recon,1302.171,554.0,1,724.01,3600,0.0,77.3
MQ-9 Reaper,-6.38,5.81,1,34.18,2,recon,1226.62,709.0,0,-218.05,2400,5.81,72.82
ScanEagle,44.7,17.69,1,14.52,14,surveillance,2.292,339.0,1,649.11,900,17.69,63.39
ScanEagle,45.13,19.33,1,56.97,14,surveillance,0.262,764.0,1,2571.2,900,19.33,55.98
RQ-4 Global Hawk,33.85,18.89,1,47.78,4,strike,593.376,117.0,0,1617.38,3600,18.89,82.25
RQ-4 Global Hawk,49.11,9.02,0,18.59,15,surveillance,74.373,517.0,0,913.08,3600,0.0,97.82
Wasp AE,40.74,17.86,0,42.69,14,surveillance,0.057,944.0,0,1739.3,60,0.0,1.67
Wasp AE,48.63,10.01,0,13.18,8,recon,0.021,815.0,1,640.72,60,0.0,1.67
MQ-9 Reaper,15.54,16.1,0,96.46,4,recon,1328.759,257.0,1,1499.35,2400,0.0,64.32
MQ-9 Reaper,37.5,13.47,0,90.9,8,recon,1522.183,550.0,0,3408.49,2400,0.0,63.71
MQ-9 Reaper,-7.64,0.87,1,77.31,5,strike,167.325,1314.0,0,-590.81,2400,0.87,95.21
ScanEagle,3.37,0.46,0,76.01,2,recon,0.547,903.0,0,255.9,900,0.0,97.65
RQ-4 Global Hawk,38.34,5.69,1,40.28,12,surveillance,402.185,948.0,0,1544.32,3600,5.69,92.77
Wasp AE,33.86,2.06,1,58.69,11,recon,0.072,1032.0,0,1987.27,60,2.06,44.79
MQ-9 Reaper,-2.06,3.55,1,66.12,17,recon,1154.492,108.0,1,-136.41,2400,3.55,74.67
ScanEagle,42.04,19.26,0,55.54,7,recon,0.101,1062.0,1,2335.02,900,0.0,57.99
Wasp AE,13.15,10.92,1,68.87,21,surveillance,0.036,655.0,0,905.48,60,10.92,1.67
ScanEagle,4.93,9.96,1,37.28,21,recon,0.147,255.0,1,183.8,900,9.96,90.59
Wasp AE,31.02,14.54,0,95.0,16,recon,0.006,319.0,1,2946.88,60,0.0,1.67
Wasp AE,9.13,4.12,0,35.21,15,surveillance,0.099,435.0,0,321.52,60,0.0,60.26
RQ-4 Global Hawk,54.64,11.49,1,62.07,22,surveillance,790.109,163.0,0,3391.4,3600,11.49,84.6
MQ-9 Reaper,41.22,9.83,1,18.59,10,strike,324.998,729.0,0,766.19,2400,9.83,90.99
ScanEagle,42.29,13.17,0,66.73,15,recon,1.486,762.0,0,2821.59,900,0.0,84.6
MQ-9 Reaper,65.72,4.23,0,39.17,19,strike,1354.504,202.0,0,2574.15,2400,0.0,71.15
RQ-4 Global Hawk,26.45,13.2,1,30.48,6,surveillance,407.702,897.0,1,806.09,3600,13.2,90.31
RQ-4 Global Hawk,39.5,5.13,0,57.72,9,recon,715.51,321.0,1,2280.32,3600,0.0,87.65
RQ-4 Global Hawk,33.81,1.21,0,74.38,17,surveillance,568.663,677.0,0,2515.03,3600,0.0,90.38
RQ-4 Global Hawk,16.36,12.22,1,93.31,13,surveillance,215.384,254.0,1,1526.06,3600,12.22,93.85
RQ-4 Global Hawk,32.93,12.0,1,46.81,3,recon,593.495,455.0,1,1541.56,3600,12.0,87.58
ScanEagle,46.83,7.27,0,38.99,22,surveillance,1.91,1338.0,1,1826.12,900,0.0,93.69
RQ-4 Global Hawk,43.09,9.97,0,86.7,5,recon,963.735,1008.0,0,3736.37,3600,0.0,82.49
MQ-9 Reaper,58.73,19.9,0,95.68,12,strike,1201.376,613.0,0,5619.27,2400,0.0,60.68
RQ-4 Global Hawk,-3.16,3.31,0,61.25,8,strike,100.929,913.0,0,-193.41,3600,0.0,97.91
Wasp AE,63.21,0.18,1,57.79,16,strike,0.064,682.0,1,3652.91,60,0.18,30.69
MQ-9 Reaper,-2.8,2.93,0,74.53,21,strike,91.157,263.0,1,-208.56,2400,0.0,97.02
RQ-4 Global Hawk,38.82,6.31,0,24.06,5,recon,597.475,329.0,1,934.12,3600,0.0,89.38
RQ-4 Global Hawk,-5.24,7.29,1,93.49,14,surveillance,1226.107,1213.0,1,-489.98,3600,7.29,78.33
MQ-9 Reaper,11.14,16.43,0,78.82,3,strike,368.112,459.0,0,878.23,2400,0.0,84.07
Wasp AE,20.42,7.28,1,86.86,22,recon,0.035,147.0,0,1773.72,60,7.28,3.83
RQ-4 Global Hawk,50.15,19.3,0,85.49,17,surveillance,329.552,1346.0,1,4287.51,3600,0.0,86.3
MQ-9 Reaper,4.82,11.64,1,60.45,3,strike,780.936,157.0,1,291.15,2400,11.64,79.66
RQ-4 Global Hawk,34.94,13.0,1,85.69,15,strike,729.147,985.0,0,2994.47,3600,13.0,85.02
MQ-9 Reaper,36.05,7.89,1,91.18,4,recon,1499.209,1491.0,0,3287.0,2400,7.89,67.01
MQ-9 Reaper,-7.56,16.51,1,19.38,6,surveillance,442.25,904.0,1,-146.4,2400,16.51,81.63
MQ-9 Reaper,14.16,11.22,0,79.6,10,strike,1359.874,509.0,1,1127.3,2400,0.0,68.66
Wasp AE,64.21,2.04,1,89.6,11,recon,0.074,1462.0,1,5752.73,60,2.04,25.71
RQ-4 Global Hawk,43.48,15.58,1,54.18,23,surveillance,696.855,1361.0,0,2355.95,3600,15.58,83.68
MQ-9 Reaper,-4.29,12.72,0,72.42,12,surveillance,1480.141,200.0,1,-310.46,2400,0.0,64.71
RQ-4 Global Hawk,67.53,17.45,1,42.92,2,strike,1130.564,496.0,1,2898.38,3600,17.45,74.56
RQ-4 Global Hawk,5.94,4.36,1,23.9,20,recon,503.496,542.0,0,141.97,3600,4.36,91.05
MQ-9 Reaper,41.65,2.14,1,67.2,16,surveillance,106.859,1328.0,1,2798.78,2400,2.14,96.76
RQ-4 Global Hawk,23.33,1.31,0,47.98,9,surveillance,506.099,486.0,1,1119.58,3600,0.0,91.33
RQ-4 Global Hawk,20.49,13.82,1,72.04,14,surveillance,527.812,384.0,0,1475.93,3600,13.82,88.07
ScanEagle,16.91,14.45,1,99.53,4,surveillance,0.474,1008.0,1,1682.57,900,14.45,79.4
ScanEagle,7.32,14.0,0,72.88,10,recon,0.777,1397.0,1,533.81,900,0.0,82.06
ScanEagle,64.18,6.4,1,12.5,17,recon,0.113,797.0,0,802.0,900,6.4,96.05
RQ-4 Global Hawk,33.04,6.04,1,30.92,18,strike,368.321,1337.0,1,1021.72,3600,6.04,93.13
RQ-4 Global Hawk,2.29,6.75,1,18.81,23,strike,588.28,713.0,0,42.99,3600,6.75,89.23
ScanEagle,31.88,11.92,0,83.86,23,strike,2.3,140.0,0,2673.81,900,0.0,86.44
MQ-9 Reaper,48.61,10.86,1,69.09,15,recon,444.773,707.0,1,3358.26,2400,10.86,87.43
MQ-9 Reaper,22.14,4.21,0,13.36,13,strike,839.938,1281.0,1,295.69,2400,0.0,82.04
MQ-9 Reaper,6.58,2.11,0,56.66,1,recon,1618.24,837.0,0,372.62,2400,0.0,65.65
RQ-4 Global Hawk,51.31,15.67,0,29.99,13,strike,1115.893,613.0,1,1538.54,3600,0.0,76.85
Wasp AE,16.5,16.24,0,68.44,9,strike,0.025,155.0,0,1129.11,60,0.0,1.67
MQ-9 Reaper,50.51,0.27,0,53.92,16,surveillance,1136.657,913.0,0,2723.72,2400,0.0,75.97
MQ-9 Reaper,52.94,3.27,0,25.51,19,surveillance,837.317,526.0,0,1350.84,2400,0.0,82.25
RQ-4 Global Hawk,51.99,15.51,0,32.98,21,strike,571.625,836.0,0,1714.51,3600,0.0,86.04
MQ-9 Reaper,18.42,8.27,1,55.21,20,recon,50.101,240.0,0,1017.21,2400,8.27,97.42
MQ-9 Reaper,-0.23,5.7,1,92.89,0,recon,919.94,264.0,0,-21.42,2400,5.7,79.3
Wasp AE,-5.62,10.78,0,71.57,20,recon,0.094,1315.0,0,-401.89,60,0.0,1.67
MQ-9 Reaper,38.33,17.7,1,44.36,10,surveillance,864.608,309.0,0,1700.53,2400,17.7,71.67
RQ-4 Global Hawk,67.5,13.89,0,14.13,16,strike,1120.262,756.0,1,953.98,3600,0.0,78.0
ScanEagle,49.58,6.1,0,34.08,6,surveillance,2.502,547.0,0,1689.78,900,0.0,95.3
Wasp AE,26.51,16.57,0,67.57,18,strike,0.077,307.0,0,1791.03,60,0.0,1.67
RQ-4 Global Hawk,5.05,9.47,1,81.86,21,surveillance,1048.483,440.0,0,413.17,3600,9.47,80.97
